year,category,laureate_type,full_name,birth_year,birth_city,birth_country,gender,prize,motivation
2002,Physics,Individual,Riccardo Giacconi,1931,Genoa,Italy,Male,The Nobel Prize in Physics 2002,"""for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources"""
2003,Chemistry,Individual,Peter Agre,1949,"Northfield, MN",United States of America,Male,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for the discovery of water channels"""
2003,Chemistry,Individual,Roderick MacKinnon,1956,"Burlington, MA",United States of America,Male,The Nobel Prize in Chemistry 2003,"""for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels"""
2003,Economics,Individual,Robert F. Engle III,1942,"Syracuse, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with time-varying volatility (ARCH)"""
2003,Economics,Individual,Clive W.J. Granger,1934,Swansea,United Kingdom,Male,The Sveriges Riksbank Prize in Economic Sciences 2003,"""for methods of analyzing economic time series with common trends (cointegration)"""
2003,Literature,Individual,John M. Coetzee,1940,Cape Town,South Africa,Male,The Nobel Prize in Literature 2003,"""who in innumerable guises portrays the surprising involvement of the outsider"""
2003,Medicine,Individual,Paul C. Lauterbur,1929,"Sidney, OH",United States of America,Male,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging"""
2003,Medicine,Individual,Sir Peter Mansfield,1933,London,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2003,"""for their discoveries concerning magnetic resonance imaging"""
2003,Peace,Individual,Shirin Ebadi,1947,Hamadan,Iran,Female,The Nobel Peace Prize 2003,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children"""
2003,Physics,Individual,Alexei A. Abrikosov,1928,Moscow,Union of Soviet Socialist Republics (Russia),Male,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids"""
2003,Physics,Individual,Vitaly L. Ginzburg,1916,Moscow,Russia,Male,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids"""
2003,Physics,Individual,Anthony J. Leggett,1938,London,United Kingdom,Male,The Nobel Prize in Physics 2003,"""for pioneering contributions to the theory of superconductors and superfluids"""
2004,Chemistry,Individual,Aaron Ciechanover,1947,Haifa,British Protectorate of Palestine (Israel),Male,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation"""
2004,Chemistry,Individual,Avram Hershko,1937,Karcag,Hungary,Male,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation"""
2004,Chemistry,Individual,Irwin Rose,1926,"Brooklyn, NY",United States of America,Male,The Nobel Prize in Chemistry 2004,"""for the discovery of ubiquitin-mediated protein degradation"""
2004,Economics,Individual,Finn E. Kydland,1943,Gjesdal,Norway,Male,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"""
2004,Economics,Individual,Edward C. Prescott,1940,"Glens Falls, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2004,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"""
2004,Literature,Individual,Elfriede Jelinek,1946,MÃ¼rzzuschlag,Austria,Female,The Nobel Prize in Literature 2004,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power"""
2004,Medicine,Individual,Richard Axel,1946,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system"""
2004,Medicine,Individual,Linda B. Buck,1947,"Seattle, WA",United States of America,Female,The Nobel Prize in Physiology or Medicine 2004,"""for their discoveries of odorant receptors and the organization of the olfactory system"""
2004,Peace,Individual,Wangari Muta Maathai,1940,Nyeri,Kenya,Female,The Nobel Peace Prize 2004,"""for her contribution to sustainable development, democracy and peace"""
2004,Physics,Individual,David J. Gross,1941,"Washington, DC",United States of America,Male,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction"""
2004,Physics,Individual,H. David Politzer,1949,"New York, NY",United States of America,Male,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction"""
2004,Physics,Individual,Frank Wilczek,1951,"New York, NY",United States of America,Male,The Nobel Prize in Physics 2004,"""for the discovery of asymptotic freedom in the theory of the strong interaction"""
2005,Chemistry,Individual,Yves Chauvin,1930,Menin,Belgium,Male,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis"""
2005,Chemistry,Individual,Robert H. Grubbs,1942,"Possum Trot, KY",United States of America,Male,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis"""
2005,Chemistry,Individual,Richard R. Schrock,1945,"Berne, IN",United States of America,Male,The Nobel Prize in Chemistry 2005,"""for the development of the metathesis method in organic synthesis"""
2005,Economics,Individual,Robert J. Aumann,1930,Frankfurt-on-the-Main,Germany,Male,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis"""
2005,Economics,Individual,Thomas C. Schelling,1921,"Oakland, CA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2005,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis"""
2005,Literature,Individual,Harold Pinter,1930,London,United Kingdom,Male,The Nobel Prize in Literature 2005,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms"""
2005,Medicine,Individual,Barry J. Marshall,1951,Kalgoorlie,Australia,Male,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease"""
2005,Medicine,Individual,J. Robin Warren,1937,Adelaide,Australia,Male,The Nobel Prize in Physiology or Medicine 2005,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease"""
2005,Peace,Organization,International Atomic Energy Agency (IAEA),NA,NA,NA,NA,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way"""
2005,Peace,Individual,Mohamed ElBaradei,1942,Cairo,Egypt,Male,The Nobel Peace Prize 2005,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way"""
2005,Physics,Individual,Roy J. Glauber,1925,"New York, NY",United States of America,Male,The Nobel Prize in Physics 2005,"""for his contribution to the quantum theory of optical coherence"""
2005,Physics,Individual,John L. Hall,1934,"Denver, CO",United States of America,Male,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"""
2005,Physics,Individual,Theodor W. HÃ¤nsch,1941,Heidelberg,Germany,Male,The Nobel Prize in Physics 2005,"""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"""
2006,Chemistry,Individual,Roger D. Kornberg,1947,"St. Louis, MO",United States of America,Male,The Nobel Prize in Chemistry 2006,"""for his studies of the molecular basis of eukaryotic transcription"""
2006,Economics,Individual,Edmund S. Phelps,1933,"Evanston, IL",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2006,"""for his analysis of intertemporal tradeoffs in macroeconomic policy"""
2006,Literature,Individual,Orhan Pamuk,1952,Istanbul,Turkey,Male,The Nobel Prize in Literature 2006,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures"""
2006,Medicine,Individual,Andrew Z. Fire,1959,"Stanford, CA",United States of America,Male,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA"""
2006,Medicine,Individual,Craig C. Mello,1960,"New Haven, CT",United States of America,Male,The Nobel Prize in Physiology or Medicine 2006,"""for their discovery of RNA interference - gene silencing by double-stranded RNA"""
2006,Peace,Individual,Muhammad Yunus,1940,Chittagong,British India (Bangladesh),Male,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below"""
2006,Peace,Organization,Grameen Bank,NA,NA,NA,NA,The Nobel Peace Prize 2006,"""for their efforts to create economic and social development from below"""
2006,Physics,Individual,John C. Mather,1946,"Roanoke, VA",United States of America,Male,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation"""
2006,Physics,Individual,George F. Smoot,1945,"Yukon, FL",United States of America,Male,The Nobel Prize in Physics 2006,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation"""
2007,Chemistry,Individual,Gerhard Ertl,1936,Bad Cannstatt,Germany,Male,The Nobel Prize in Chemistry 2007,"""for his studies of chemical processes on solid surfaces"""
2007,Economics,Individual,Leonid Hurwicz,1917,Moscow,Russia,Male,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory"""
2007,Economics,Individual,Eric S. Maskin,1950,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory"""
2007,Economics,Individual,Roger B. Myerson,1951,"Boston, MA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory"""
2007,Literature,Individual,Doris Lessing,1919,Kermanshah,Persia (Iran),Female,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny"""
2007,Medicine,Individual,Mario R. Capecchi,1937,Verona,Italy,Male,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
2007,Medicine,Individual,Sir Martin J. Evans,1941,Stroud,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
2007,Medicine,Individual,Oliver Smithies,1925,Halifax,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
2007,Peace,Organization,Intergovernmental Panel on Climate Change (IPCC),NA,NA,NA,NA,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"""
2007,Peace,Individual,Albert Arnold (Al) Gore Jr.,1948,"Washington, DC",United States of America,Male,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"""
2007,Physics,Individual,Albert Fert,1938,Carcassonne,France,Male,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance"""
2007,Physics,Individual,Peter GrÃ¼nberg,1939,Plzen,Czechoslovakia (Czech Republic),Male,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance"""
2008,Chemistry,Individual,Osamu Shimomura,1928,Kyoto,Japan,Male,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP"""
2008,Chemistry,Individual,Martin Chalfie,1947,"Chicago, IL",United States of America,Male,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP"""
2008,Chemistry,Individual,Roger Y. Tsien,1952,"New York, NY",United States of America,Male,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP"""
2008,Economics,Individual,Paul Krugman,1953,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity"""
2008,Literature,Individual,Jean-Marie Gustave Le ClÃ©zio,1940,Nice,France,Male,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"""
2008,Medicine,Individual,Harald zur Hausen,1936,Gelsenkirchen,Germany,Male,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer"""
2008,Medicine,Individual,FranÃ§oise BarrÃ©-Sinoussi,1947,Paris,France,Female,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus"""
2008,Medicine,Individual,Luc Montagnier,1932,Chabris,France,Male,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus"""
2008,Peace,Individual,Martti Ahtisaari,1937,Viipuri (Vyborg),Finland,Male,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts"""
2008,Physics,Individual,Yoichiro Nambu,1921,Tokyo,Japan,Male,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics"""
2008,Physics,Individual,Makoto Kobayashi,1944,Nagoya,Japan,Male,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
2008,Physics,Individual,Toshihide Maskawa,1940,Nagoya,Japan,Male,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
2009,Chemistry,Individual,Venkatraman Ramakrishnan,NA,"Chidambaram, Tamil Nadu",India,Male,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome"""
2009,Chemistry,Individual,Thomas A. Steitz,1940,"Milwaukee, WI",United States of America,Male,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome"""
2009,Chemistry,Individual,Ada E. Yonath,1939,Jerusalem,British Mandate of Palestine (Israel),Female,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome"""
2009,Economics,Individual,Elinor Ostrom,1933,"Los Angeles, CA",United States of America,Female,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons"""
2009,Economics,Individual,Oliver E. Williamson,1932,"Superior, WI",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm"""
2009,Literature,Individual,Herta MÃ¼ller,1953,"Nitzkydorf, Banat",Romania,Female,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed"""
2009,Medicine,Individual,Elizabeth H. Blackburn,1948,"Hobart, Tasmania",Australia,Female,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
2009,Medicine,Individual,Carol W. Greider,1961,"San Diego, CA",United States of America,Female,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
2009,Medicine,Individual,Jack W. Szostak,1952,London,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
2009,Peace,Individual,Barack H. Obama,1961,"Honolulu, HI",United States of America,Male,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples"""
2009,Physics,Individual,Charles Kuen Kao,1933,Shanghai,China,Male,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication"""
2009,Physics,Individual,Willard S. Boyle,1924,"Amherst, NS",Canada,Male,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor"""
2009,Physics,Individual,George E. Smith,1930,"White Plains, NY",United States of America,Male,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor"""
2010,Chemistry,Individual,Richard F. Heck,1931,"Springfield, MA",United States of America,Male,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis"""
2010,Chemistry,Individual,Ei-ichi Negishi,1935,Changchun,China,Male,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis"""
2010,Chemistry,Individual,Akira Suzuki,1930,Mukawa,Japan,Male,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis"""
2010,Economics,Individual,Peter A. Diamond,1940,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions"""
2010,Economics,Individual,Dale T. Mortensen,1939,"Enterprise, OR",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions"""
2010,Economics,Individual,Christopher A. Pissarides,1948,Nicosia,Cyprus,Male,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions"""
2010,Literature,Individual,Mario Vargas Llosa,1936,Arequipa,Peru,Male,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"""
2010,Medicine,Individual,Robert G. Edwards,1925,Batley,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization"""
2010,Peace,Individual,Liu Xiaobo,1955,NA,China,Male,The Nobel Peace Prize 2010,"""for his long and non-violent struggle for fundamental human rights in China"""
2010,Physics,Individual,Andre Geim,1958,Sochi,Russia,Male,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene"""
2010,Physics,Individual,Konstantin Novoselov,1974,Nizhny Tagil,Russia,Male,The Nobel Prize in Physics 2010,"""for groundbreaking experiments regarding the two-dimensional material graphene"""
2011,Chemistry,Individual,Dan Shechtman,1941,Tel Aviv,British Mandate of Palestine (Israel),Male,The Nobel Prize in Chemistry 2011,"""for the discovery of quasicrystals"""
2011,Economics,Individual,Thomas J. Sargent,1943,"Pasadena, CA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy"""
2011,Economics,Individual,Christopher A. Sims,1942,"Washington, DC",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2011,"""for their empirical research on cause and effect in the macroeconomy"""
2011,Literature,Individual,Tomas TranstrÃ¶mer,1931,Stockholm,Sweden,Male,The Nobel Prize in Literature 2011,"""because, through his condensed, translucent images, he gives us fresh access to reality"""
2011,Medicine,Individual,Bruce A. Beutler,1957,"Chicago, IL",United States of America,Male,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity"""
2011,Medicine,Individual,Jules A. Hoffmann,1941,Echternach,Luxembourg,Male,The Nobel Prize in Physiology or Medicine 2011,"""for their discoveries concerning the activation of innate immunity"""
2011,Medicine,Individual,Ralph M. Steinman,1943,Montreal,Canada,Male,The Nobel Prize in Physiology or Medicine 2011,"""for his discovery of the dendritic cell and its role in adaptive immunity"""
2011,Peace,Individual,Ellen Johnson Sirleaf,1938,Monrovia,Liberia,Female,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work"""
2011,Peace,Individual,Leymah Gbowee,1972,Monrovia,Liberia,Female,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work"""
2011,Peace,Individual,Tawakkol Karman,1979,Ta'izz,Yemen,Female,The Nobel Peace Prize 2011,"""for their non-violent struggle for the safety of women and for women&apos;s rights to full participation in peace-building work"""
2011,Physics,Individual,Saul Perlmutter,NA,"Champaign-Urbana, IL",United States of America,Male,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
2011,Physics,Individual,Brian P. Schmidt,1967,"Missoula, MT",United States of America,Male,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
2011,Physics,Individual,Adam G. Riess,1969,"Washington, DC",United States of America,Male,The Nobel Prize in Physics 2011,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
2012,Chemistry,Individual,Robert J. Lefkowitz,1943,"New York, NY",United States of America,Male,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors"""
2012,Chemistry,Individual,Brian K. Kobilka,1955,"Little Falls, MN",United States of America,Male,The Nobel Prize in Chemistry 2012,"""for studies of G-protein-coupled receptors"""
2012,Economics,Individual,Alvin E. Roth,1951,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design"""
2012,Economics,Individual,Lloyd S. Shapley,1923,"Cambridge, MA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2012,"""for the theory of stable allocations and the practice of market design"""
2012,Literature,Individual,Mo Yan,1955,Gaomi,China,Male,The Nobel Prize in Literature 2012,"""who with hallucinatory realism merges folk tales, history and the contemporary"""
2012,Medicine,Individual,Sir John B. Gurdon,1933,Dippenhall,United Kingdom,Male,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent"""
2012,Medicine,Individual,Shinya Yamanaka,1962,Osaka,Japan,Male,The Nobel Prize in Physiology or Medicine 2012,"""for the discovery that mature cells can be reprogrammed to become pluripotent"""
2012,Peace,Organization,European Union (EU),NA,NA,NA,NA,The Nobel Peace Prize 2012,"""for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"""
2012,Physics,Individual,Serge Haroche,1944,Casablanca,Morocco,Male,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"""
2012,Physics,Individual,David J. Wineland,1944,"Milwaukee, WI",United States of America,Male,The Nobel Prize in Physics 2012,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"""
2013,Chemistry,Individual,Martin Karplus,1930,Vienna,Austria,Male,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems"""
2013,Chemistry,Individual,Michael Levitt,1947,Pretoria,South Africa,Male,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems"""
2013,Chemistry,Individual,Arieh Warshel,1940,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),Male,The Nobel Prize in Chemistry 2013,"""for the development of multiscale models for complex chemical systems"""
2013,Economics,Individual,Eugene F. Fama,1939,"Boston, MA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices"""
2013,Economics,Individual,Lars Peter Hansen,1952,"Urbana, IL",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices"""
2013,Economics,Individual,Robert J. Shiller,1946,"Detroit, MI",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 2013,"""for their empirical analysis of asset prices"""
2013,Literature,Individual,Alice Munro,1931,Wingham,Canada,Female,The Nobel Prize in Literature 2013,"""master of the contemporary short story"""
2013,Medicine,Individual,James E. Rothman,1950,"Haverhill, MA",United States of America,Male,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
2013,Medicine,Individual,Randy W. Schekman,1948,"St. Paul, MN",United States of America,Male,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
2013,Medicine,Individual,Thomas C. SÃ¼dhof,1955,GÃ¶ttingen,Germany,Male,The Nobel Prize in Physiology or Medicine 2013,"""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
2013,Peace,Organization,Organisation for the Prohibition of Chemical Weapons (OPCW),NA,NA,NA,NA,The Nobel Peace Prize 2013,"""for its extensive efforts to eliminate chemical weapons"""
2013,Physics,Individual,FranÃ§ois Englert,1932,Etterbeek,Belgium,Male,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
2013,Physics,Individual,Peter W. Higgs,1929,Newcastle upon Tyne,United Kingdom,Male,The Nobel Prize in Physics 2013,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
2014,Chemistry,Individual,Eric Betzig,1960,"Ann Arbor, MI",United States of America,Male,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy"""
2014,Chemistry,Individual,Stefan W. Hell,1962,Arad,Romania,Male,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy"""
2014,Chemistry,Individual,William E. Moerner,1953,"Pleasanton, CA",United States of America,Male,The Nobel Prize in Chemistry 2014,"""for the development of super-resolved fluorescence microscopy"""
2014,Economics,Individual,Jean Tirole,1953,Troyes,France,Male,The Sveriges Riksbank Prize in Economic Sciences 2014,"""for his analysis of market power and regulation"""
2014,Literature,Individual,Patrick Modiano,1945,Paris,France,Male,The Nobel Prize in Literature 2014,"""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation"""
2014,Medicine,Individual,John O'Keefe,1939,"New York, NY",United States of America,Male,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain"""
2014,Medicine,Individual,May-Britt Moser,1963,FosnavÃ¥g,Norway,Female,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain"""
2014,Medicine,Individual,Edvard I. Moser,1962,Ã…lesund,Norway,Male,The Nobel Prize in Physiology or Medicine 2014,"""for their discoveries of cells that constitute a positioning system in the brain"""
2014,Peace,Individual,Kailash Satyarthi,1954,Vidisha,India,Male,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education"""
2014,Peace,Individual,Malala Yousafzai,1997,Mingora,Pakistan,Female,The Nobel Peace Prize 2014,"""for their struggle against the suppression of children and young people and for the right of all children to education"""
2014,Physics,Individual,Isamu Akasaki,1929,Chiran,Japan,Male,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
2014,Physics,Individual,Hiroshi Amano,1960,Hamamatsu,Japan,Male,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
2014,Physics,Individual,Shuji Nakamura,1954,Ikata,Japan,Male,The Nobel Prize in Physics 2014,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
2015,Chemistry,Individual,Tomas Lindahl,1938,Stockholm,Sweden,Male,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair"""
2015,Chemistry,Individual,Paul Modrich,1946,"Raton, NM",United States of America,Male,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair"""
2015,Chemistry,Individual,Aziz Sancar,1946,Savur,Turkey,Male,The Nobel Prize in Chemistry 2015,"""for mechanistic studies of DNA repair"""
2015,Economics,Individual,Angus Deaton,1945,Edinburgh,United Kingdom,Male,The Sveriges Riksbank Prize in Economic Sciences 2015,"""for his analysis of consumption, poverty, and welfare"""
2015,Literature,Individual,Svetlana Alexievich,1948,Ivano-Frankivsk,Ukraine,Female,The Nobel Prize in Literature 2015,"""for her polyphonic writings, a monument to suffering and courage in our time"""
2015,Medicine,Individual,William C. Campbell,1930,Ramelton,Ireland,Male,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
2015,Medicine,Individual,Satoshi ÅŒmura,1935,Yamanashi Prefecture,Japan,Male,The Nobel Prize in Physiology or Medicine 2015,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
2015,Medicine,Individual,Youyou Tu,1930,Zhejiang Ningbo,China,Female,The Nobel Prize in Physiology or Medicine 2015,"""for her discoveries concerning a novel therapy against Malaria"""
2015,Peace,Organization,National Dialogue Quartet,NA,NA,NA,NA,The Nobel Peace Prize 2015,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011"""
2015,Physics,Individual,Takaaki Kajita,1959,Higashimatsuyama,Japan,Male,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass"""
